HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
895,112.5068073,-32.50179253,main-sequence,F,0.435,4,2.13,And,
897,96.90332786,-66.59403555,main-sequence,M,1.418,8.83,0.06,Psc,Gliese 3011
898,104.6409645,-56.22294667,main-sequence,M,1.395,8.54,0.08,Psc,
900,104.0917625,-57.25550413,giants,G,0.998,0.61,68.42,Psc,
902,117.5312349,-4.86057054,giants,K,1.212,-0.73,297,Cas,
903,303.4522557,-29.67319276,main-sequence,F,0.585,2.68,7.44,Oct,
904,95.27733932,-68.05793748,main-sequence,F,0.473,3.6,3.1,Cet,
906,99.17961125,-64.31962819,giants,K,1.025,0.24,99.01,Psc,
910,82.22909213,-75.06461886,main-sequence,F,0.487,3.53,3.34,Cet,6 Ceti
913,332.4550547,-74.37141082,giants,K,1.2,0.65,82.99,Phe,
914,357.3712363,-79.62851825,main-sequence,G,0.7,4.67,1.3,Scl,
915,359.2907896,-79.82886144,main-sequence,A,0.127,1.82,15.74,Scl,
918,120.2070061,11.82521792,subgiants,K,1.004,1.08,44.78,Cep,
919,112.7888347,-31.63190727,main-sequence,G,0.755,5.28,0.77,And,
922,73.35249608,-77.53903177,main-sequence,F,0.473,3.55,3.38,Cet,
924,319.1021175,-66.22683281,main-sequence,G,0.807,5.49,0.65,Phe,
928,349.9151617,-78.73204518,giants,K,1.152,1.52,34.98,Scl,
929,312.505195,-57.47082397,main-sequence,G,0.619,4.51,1.47,Tuc,Gliese 9005
930,26.2974181,-81.13409457,giants,K,1.346,-1.46,694.65,Scl,Kappa-2 Sculptoris (HR 34)
931,99.60674842,-64.12995943,main-sequence,F,0.551,2.07,13.15,Psc,
932,73.77955373,-77.48145686,giants,K,0.994,0.92,51.59,Cet,
934,313.2896759,-58.84744066,main-sequence,K,0.891,6.15,0.38,Phe,
937,51.97538747,-80.35202156,main-sequence,F,0.561,2.62,7.98,Cet,
938,305.043502,-36.79065042,giants,G,0.916,1.12,39.88,Hyi,
941,307.1649861,-44.52406014,main-sequence,F,0.518,3.65,3.06,Tuc,
947,92.7648493,-70.2099869,main-sequence,F,0.515,3.14,4.81,Cet,
948,334.8125216,-75.33740017,main-sequence,K,1.071,7.29,0.16,Scl,
950,347.1573076,-78.33861529,main-sequence,F,0.459,3.6,3.09,Scl,Theta Sculptoris
952,112.2440115,-34.53675436,main-sequence,F,0.481,3.69,2.97,And,
953,355.0424792,-79.48700229,main-sequence,G,0.646,3.99,2.34,Scl,
955,77.17324751,-76.76115758,main-sequence,G,0.599,5.15,0.78,Cet,
960,70.13376399,-78.27787444,main-sequence,G,0.557,4.56,1.32,Cet,
961,345.5612276,-78.08330433,main-sequence,G,0.695,4.73,1.22,Scl,
964,56.47801338,-80.06421733,main-sequence,F,0.392,3.37,3.92,Cet,
966,328.5941412,-72.93141164,giants,K,1.041,1.16,43.52,Phe,
967,116.1617902,-14.20006762,giants,K,1.467,-0.33,303.22,And,HR 36
969,111.3588543,-38.51263125,giants,K,0.99,0.64,66.7,And,
973,86.35275104,-73.81902908,giants,K,1.074,0.14,114.98,Cet,
974,112.2309722,-34.95311981,main-sequence,K,1.045,6.63,0.28,And,
975,312.5856383,-57.85981308,subgiants,G,0.758,3.76,3.12,Tuc,
976,96.15925592,-67.89143059,main-sequence,F,0.43,3.77,2.61,Cet,
981,117.0534851,-8.79863291,main-sequence,A,0.262,1.49,21.05,Cas,
983,76.32114427,-77.10051079,giants,K,1.478,-1.07,614.27,Cet,HR 37
985,26.36397249,-81.27648404,main-sequence,F,0.448,3.1,4.87,Scl,
992,313.0882053,-58.84450545,main-sequence,G,0.643,4.65,1.27,Phe,
994,310.9879323,-54.90802271,main-sequence,F,0.415,2.99,5.67,Tuc,
1000,60.59545319,-79.8101662,main-sequence,K,0.707,4.72,1.24,Cet,
1003,6.93584498,-80.71818696,main-sequence,G,0.743,5.25,0.77,Scl,
1004,111.7920961,-37.39270501,giants,F,0.352,2.32,10.05,And,
1005,90.45059331,-72.06701858,main-sequence,F,0.364,2.01,13.11,Cet,
1006,111.0701953,-40.26037829,main-sequence,K,1.48,9.45,0.04,Peg,
1012,87.15628732,-73.72210202,main-sequence,A,0.029,1.26,29.63,Cet,
1013,32.54473512,-81.35606282,subgiants,K,0.945,3.71,3.78,Scl,
1016,311.9426443,-56.93684414,main-sequence,F,0.659,4.11,2.11,Tuc,
1018,101.5701573,-62.48015775,giants,K,1.051,0.76,63.5,Psc,
1019,326.5343459,-72.14298542,giants,K,0.98,1.49,30.22,Phe,
1028,1.0272335,-80.34625239,main-sequence,G,0.725,3.65,3.38,Scl,
1031,312.7368455,-58.47475041,main-sequence,K,0.775,5.69,0.54,Tuc,Gliese 2001
1038,108.4032912,-49.45342858,subgiants,F,0.407,2.59,8.07,Psc,
1040,104.3149397,-58.52609413,main-sequence,F,0.505,2.78,6.69,Psc,
1043,116.6178463,-12.473782,main-sequence,A,0.202,1.97,13.78,Cas,
1044,323.435865,-70.39252689,main-sequence,K,1.308,7.76,0.14,Phe,
1046,58.99379814,-80.12904164,giants,G,0.961,0.16,101.04,Cet,
1048,114.1579068,-26.92558829,giants,G,0.958,1.28,35.74,And,
1053,96.1511998,-68.53945914,giants,G,1.097,1.76,26.43,Cet,
1055,110.9020967,-41.59325661,main-sequence,M,1.36,7.35,0.21,Peg,
1057,109.9371153,-44.98206446,giants,K,1.05,0.97,52.45,Peg,
1058,326.4368334,-72.27332051,subgiants,F,0.453,3.5,3.4,Phe,
1066,337.4533598,-76.62661744,giants,K,1.53,0.37,190.35,Scl,
1067,109.4338,-46.68446633,subgiants,B,-0.19,-2.56,3312.08,Peg,88 Gamma Pegasi (Algenib)
1069,36.14956273,-81.43911736,giants,K,1.279,0.75,82.04,Scl,
1071,52.35128123,-80.74643397,main-sequence,F,0.396,3.29,4.25,Cet,
1072,67.66620356,-79.12748042,subgiants,F,0.48,2.7,7.13,Cet,
1076,112.5629962,-35.11707687,main-sequence,F,0.68,0.69,50.22,And,HR 40
1078,110.6288885,-42.88972846,main-sequence,K,1.19,7.11,0.21,Peg,
1083,340.1874403,-77.41130514,main-sequence,M,1.444,8.53,0.08,Scl,
1084,309.0225046,-50.73291111,giants,K,1.202,2.39,16.68,Tuc,
1085,331.1811914,-74.62147532,main-sequence,K,0.913,6.36,0.32,Phe,
1086,115.2700687,-21.27116571,subgiants,F,0.331,3,5.26,And,23 Andromedae
1089,114.4385993,-26.07608152,main-sequence,A,0.083,1.59,20.01,And,
1096,38.27005532,-81.49303918,giants,K,1.548,-1.97,1696.46,Scl,HR 42
1099,36.51707572,-81.54077112,giants,K,1.49,-0.94,573.67,Scl,HR 43
1101,319.1536115,-67.24002245,subgiants,A,0.18,1.86,14.99,Phe,
1102,55.5276185,-80.62304575,giants,K,1.096,0.9,58,Cet,
1107,103.7991932,-60.08229832,giants,K,1.257,-0.16,184.4,Psc,
1111,315.8345176,-63.60513444,main-sequence,G,0.631,3.35,4.21,Phe,
1113,306.2656289,-42.19609207,main-sequence,G,0.743,5.53,0.61,Hyi,
1114,312.9808398,-59.38975006,main-sequence,F,0.513,2.99,5.74,Phe,
1116,315.8234724,-63.63382087,main-sequence,G,0.628,4.01,2.28,Phe,
1120,100.260268,-65.12035707,giants,G,0.947,0.7,60.59,Psc,
1121,103.6043513,-60.59129219,main-sequence,F,0.523,3.51,3.43,Psc,
1123,113.9893298,-29.01541098,giants,A,0.009,1.16,34.04,And,HR 44
1125,115.9426009,-17.8516935,subgiants,F,0.398,2.32,9.91,And,
1126,306.1905333,-41.97890405,giants,K,1.341,-0.73,355.89,Hyi,
1133,112.6057393,-35.86409474,subgiants,F,0.534,1.75,17.51,And,
1134,97.30867548,-68.19687663,main-sequence,F,0.521,3.96,2.3,Cet,
1137,114.4396231,-26.83919445,main-sequence,F,0.461,3.71,2.92,And,
1139,117.6093395,-7.20363339,giants,K,1.468,0.51,139.95,Cas,
1140,314.0215289,-61.25064637,subgiants,F,0.462,3.38,3.77,Phe,
1142,307.8917895,-47.85043413,subgiants,A,0.214,1.26,26.1,Tuc,
1144,28.00634664,-81.75216904,main-sequence,G,0.64,3.89,2.56,Scl,Gliese 2002
1147,65.99332406,-79.67363923,main-sequence,F,0.502,3.17,4.88,Cet,
1148,118.3563244,-2.20026307,giants,G,0.73,5.08,0.91,Cas,
1150,120.6412719,13.31553696,giants,G,1.029,0.08,115.02,Cep,
1151,18.32494368,-81.62608443,giants,K,0.831,4.42,1.79,Scl,
1152,115.9010256,-18.51957407,main-sequence,F,0.563,2.81,6.65,And,
1153,101.7846053,-63.53897639,giants,K,1.34,0.66,98.58,Psc,
1154,30.5288735,-81.76815463,main-sequence,G,0.618,3.51,3.6,Scl,
1161,86.92781513,-74.65656421,main-sequence,F,0.494,2.58,8.14,Cet,
1166,4.92272671,-81.06142978,main-sequence,F,0.476,4.2,1.78,Scl,
1168,111.3034552,-41.83181337,giants,M,1.572,-0.47,476.09,Peg,89 chi Pegasi
1169,104.1410795,-60.22434526,main-sequence,F,0.461,2.52,8.55,Psc,
1173,331.6893175,-75.21154889,main-sequence,G,0.657,4.82,1.09,Phe,
1176,86.3093359,-74.99699042,giants,G,1.03,1.17,42.51,Cet,
1181,321.5782953,-69.74327858,giants,K,1.17,0.23,117.4,Phe,
1184,118.67326,-0.37202273,main-sequence,F,0.528,3.14,4.84,Cas,
1185,87.69709419,-74.48563083,giants,A,0.257,2.08,12.13,Cet,
1190,358.4086571,-80.60863395,main-sequence,F,0.445,2.63,7.52,Scl,
1191,95.0632855,-70.43874598,main-sequence,B,-0.084,0.69,74.93,Cet,HR 51
1192,101.4538977,-64.3659387,giants,M,1.499,0.12,215.93,Psc,
1193,111.917665,-39.8054529,subgiants,A,-0.004,0.51,63.06,Peg,HR 49
1195,345.7942177,-78.98705401,giants,K,1.344,-0.26,229.3,Scl,HR 54
1196,107.8625061,-52.98069025,subgiants,A,0.312,1.58,19.28,Psc,35 Piscium
1197,107.8642352,-52.98369946,main-sequence,F,0.396,2.84,6.11,Psc,
1203,351.2597021,-79.84617185,main-sequence,G,0.53,3.94,2.32,Scl,
1206,307.9134523,-48.24479188,main-sequence,G,0.695,5.31,0.73,Tuc,
1211,114.5529925,-27.41248538,subgiants,F,0.389,3.05,5.04,And,
1215,113.1015353,-34.89514207,main-sequence,A,-0.002,0.71,52.75,And,HR 53
1218,347.2387676,-79.29630934,giants,K,0.912,2.08,16.52,Scl,
1221,326.8992741,-73.29798659,main-sequence,F,0.514,4.35,1.58,Phe,
1225,330.6695693,-75.02255991,giants,G,1.032,1.96,20.58,Phe,
1228,326.7714074,-73.24801022,main-sequence,F,0.408,2.69,7.05,Phe,
1230,99.03037202,-67.31614362,giants,K,1.015,2.06,18.48,Psc,
1231,82.17900507,-76.67321737,subgiants,F,0.417,2.04,12.88,Cet,
1233,116.1263759,-18.19025822,subgiants,B,-0.046,-0.76,234.46,And,
1237,90.24642322,-73.59554229,main-sequence,A,0.245,2.07,12.37,Cet,
1243,329.7863083,-74.74403405,giants,K,1.184,1.74,29.6,Phe,
1252,98.14785902,-68.44129594,main-sequence,F,0.518,3.38,3.87,Cet,
1255,116.4141655,-16.87568659,subgiants,F,0.364,2.53,8.48,And,
1258,308.3338061,-49.8285705,main-sequence,F,0.551,3.94,2.43,Tuc,
1259,118.4101208,-3.11832352,main-sequence,B,0.045,1.29,27.66,Cas,
1265,99.87351187,-66.86671274,giants,G,0.949,0.93,48.86,Psc,
1266,96.53733602,-69.90371901,main-sequence,G,0.557,4.36,1.59,Cet,
1268,305.7867513,-41.01912704,giants,G,0.983,0.11,107.48,Hyi,HR 58
1269,118.6380063,-1.5750447,giants,G,0.838,0.83,49.01,Cas,
1272,106.3140116,-57.47126902,main-sequence,A,0.046,2.06,13.63,Psc,
1274,95.90504456,-70.46852972,main-sequence,G,0.568,4.52,1.38,Cet,
1275,61.34739685,-80.6845394,main-sequence,G,0.74,6.24,0.32,Cet,
1288,1.52448827,-81.18081525,giants,K,1.35,-0.24,230.31,Scl,HR 57
1290,26.1570844,-82.15158166,main-sequence,G,0.655,4.87,1.04,Scl,
1292,304.8727029,-37.14401928,main-sequence,G,0.749,5.38,0.68,Hyi,Gliese 3021 A
1294,114.0075273,-31.72773841,main-sequence,K,0.965,5.82,0.55,And,
1296,120.889431,14.21883728,main-sequence,B,-0.044,-0.04,121.12,Cep,
1299,350.8587026,-80.12649885,main-sequence,G,0.785,5.21,0.83,Scl,
1301,110.918386,-45.40502711,main-sequence,G,0.569,4.83,1.14,Psc,
1302,116.2326667,-18.81986456,main-sequence,A,0.068,0.99,35.37,And,HR 56
1303,98.83826869,-68.24552159,main-sequence,F,0.423,2.63,7.48,Cet,
1304,74.93666124,-78.84512095,main-sequence,G,0.623,4.33,1.67,Cet,
1305,345.0339769,-79.25153052,main-sequence,G,0.586,3.84,2.6,Scl,
1306,60.76239528,-80.84897071,main-sequence,G,0.673,3.5,3.74,Cet,
1309,307.1844837,-46.4455296,main-sequence,F,0.251,0.78,40.41,Tuc,
1311,338.1927489,-77.82661479,main-sequence,F,0.466,3.53,3.49,Scl,
1312,308.3005076,-50.07260138,giants,K,1.167,1.13,50.64,Tuc,
1313,312.7167429,-60.23541924,main-sequence,F,0.588,3.41,3.89,Phe,
1314,313.1353017,-60.96199356,giants,G,0.933,1.79,21.97,Phe,
1315,354.1259139,-80.57923132,giants,K,1.201,0.04,145.62,Scl,
1317,80.06549917,-77.75702807,main-sequence,F,0.486,2.51,8.98,Cet,
1318,90.50961325,-74.03835428,main-sequence,A,0.222,1.28,25.59,Cet,
1319,108.2774206,-53.63646103,giants,G,0.919,0.65,61.63,Psc,36 Piscium
1320,110.7721873,-46.20991295,giants,F,0.387,3.15,4.91,Psc,
1321,103.4014662,-63.06570845,main-sequence,F,0.24,3.37,3.72,Psc,
1329,117.8728125,-7.86995085,main-sequence,A,0.266,1.99,13.26,Cas,
1330,354.3737698,-80.64776431,giants,K,1.077,0.81,62.04,Scl,
1331,72.13232825,-79.46602984,giants,B,-0.108,0.21,132.8,Cet,HR 61
1333,115.2061525,-25.72047329,main-sequence,A,0.05,1.49,22.62,And,
1336,115.1884347,-25.85811926,main-sequence,F,0.472,3.29,4.12,And,
1341,320.0354469,-69.38668183,main-sequence,F,0.435,2.45,9.18,Phe,
1342,305.0682398,-38.20410969,giants,F,0.451,1.68,18.06,Hyi,HR 64
1349,314.7857196,-63.67436085,main-sequence,G,0.655,5.07,0.91,Phe,Gliese 13
1350,99.01225968,-68.44461659,main-sequence,G,0.625,4.78,1.12,Cet,
1351,86.63881782,-75.85105616,main-sequence,G,0.557,4.29,1.7,Cet,
1353,112.7235743,-38.93025834,giants,K,1.06,0.98,52.49,And,
1354,118.8336503,-1.06383006,giants,G,0.898,-0.64,199.25,Cas,HR 60
1356,311.6105542,-58.39160228,giants,K,1.122,1.26,42.96,Tuc,
1363,118.2320859,-5.64830108,main-sequence,A,0.053,0.72,46.12,Cas,
1365,103.5836839,-63.22728845,main-sequence,G,0.787,2.45,10.6,Psc,
1366,115.6191652,-23.7018945,subgiants,A,0.059,-0.25,112.75,And,24 Theta Andromedae
1372,117.0122916,-14.52985231,giants,B,-0.079,-1.8,701.16,Cas,HR 62
1375,310.1701435,-55.38613655,main-sequence,F,0.469,2.72,7.09,Tuc,
1377,112.8826699,-38.60523704,giants,A,0.097,2.36,9.72,And,
1382,323.1129707,-71.91197751,main-sequence,G,0.651,5.16,0.8,Phe,Gliese 9007
1385,105.0702163,-61.09328371,main-sequence,G,0.637,3.57,3.45,Psc,
1389,111.8335446,-43.2768536,main-sequence,K,1.31,7.18,0.23,Psc,
1393,315.4055749,-64.77379569,main-sequence,F,0.547,4.1,2.01,Phe,
1394,308.2068194,-50.21117914,main-sequence,F,0.524,3.39,3.85,Tuc,
1395,319.986005,-69.65137826,subgiants,K,0.929,3.5,4.52,Phe,
1397,104.9915008,-61.36230392,main-sequence,F,0.599,2.26,11.2,Psc,
1402,77.208078,-78.7829594,main-sequence,F,0.386,3.03,5.49,Cet,HR 66
1403,115.3768812,-25.82367787,giants,G,0.958,0.81,55.14,And,
1404,307.1880217,-46.96898228,subgiants,G,0.589,3.41,3.86,Tuc,
1409,116.643057,-17.71380278,main-sequence,A,0.02,1.85,17.2,And,
1412,97.95910313,-69.90013576,main-sequence,K,1.414,8.31,0.1,Cet,Gliese 3025
1413,310.2585831,-55.8462909,subgiants,A,0.271,1.91,14.31,Tuc,
1419,308.2158427,-50.42268315,giants,G,0.772,3.24,5.1,Tuc,
1421,105.8944426,-60.06543429,giants,K,0.937,0.85,52.21,Psc,HR 67
1424,103.8269309,-63.48009391,giants,G,0.9,0.74,56.01,Psc,
1425,304.9114109,-37.76638732,main-sequence,F,0.621,2.13,12.34,Hyi,
1427,111.3327783,-45.78241579,main-sequence,F,0.477,3.95,2.38,Psc,
1428,118.6162381,-3.53233902,main-sequence,B,-0.041,0.4,80.36,Cas,
1430,316.9857306,-66.91115493,main-sequence,G,0.577,4.03,2.17,Phe,
1437,105.2385859,-61.33700184,main-sequence,G,0.542,4.83,1.09,Psc,
1439,110.355482,-49.2804761,giants,G,0.97,0.76,58.56,Psc,
1440,40.22796724,-82.41096067,giants,K,0.995,2,19.08,Scl,
1444,91.51658214,-74.24963246,main-sequence,G,0.599,4.34,1.69,Cet,Gliese 9008
1453,32.73333596,-82.57359384,main-sequence,F,0.624,4.24,1.84,Scl,
1455,107.0870812,-58.0466992,main-sequence,F,0.309,2.96,5.43,Psc,
1456,116.9439272,-16.27004566,giants,K,1.319,0.29,132.05,And,
1457,314.1639684,-63.42911338,main-sequence,G,0.632,4.54,1.41,Phe,
1461,120.4669181,10.23409657,giants,A,0.237,1.32,24.54,Cep,
1462,305.6554999,-41.28912253,subgiants,F,0.616,1.46,23.71,Hyi,
1463,109.6619974,-51.81243309,main-sequence,M,1.479,9.82,0.03,Psc,Gliese 16
1464,69.54488494,-80.35648637,subgiants,B,-0.008,0.44,67.32,Cet,
1465,109.9960227,-50.83095771,giants,K,1.036,0.15,109.45,Psc,HR 69
1467,346.2088101,-79.98719083,main-sequence,F,0.49,3.11,5.14,Scl,
1469,337.6938491,-78.28310026,giants,K,1.304,0.03,166.29,Scl,
1470,103.9974913,-63.66200612,giants,K,1.311,0.69,92.06,Psc,
1472,309.0335858,-53.06741646,subgiants,G,0.889,2.88,7.7,Tuc,
1473,115.5856769,-25.61368542,main-sequence,A,0.054,1.43,24,And,25 Sigma Andromedae
1475,116.6694332,-18.44699193,main-sequence,M,1.56,10.32,0.02,And,Gliese 15 A
1477,114.5224013,-31.93474374,giants,K,1.186,1.06,55.18,And,
1481,309.0812982,-53.25506743,main-sequence,F,0.537,4.37,1.57,Tuc,
1484,120.9266684,13.53335596,main-sequence,B,-0.052,0.62,68.65,Cep,
1486,119.0997294,-0.42346541,supergiants,K,1.52,-0.61,454.99,Cas,
1487,319.3040513,-69.53482577,main-sequence,F,0.468,3.44,3.8,Phe,
1488,113.773033,-36.1451094,main-sequence,A,0.174,1.36,23.86,And,
1493,114.7909077,-30.83547908,giants,A,-0.014,-0.22,128.08,And,HR 71
1494,358.3342591,-81.52371488,subgiants,F,0.455,3.59,3.1,Scl,
1495,113.1520803,-39.36885465,subgiants,G,0.885,1.7,22.76,And,
1499,99.30031362,-69.4081264,main-sequence,G,0.674,4.64,1.31,Cet,Gliese 16.1
1500,9.53291487,-82.27630455,main-sequence,G,0.591,4.35,1.64,Scl,
1501,116.7045235,-18.68442311,main-sequence,B,-0.074,-0.42,197.39,And,26 Andromedae
1502,323.1979056,-72.5814007,giants,K,1.21,1.08,56.16,Phe,HR 73
1507,329.2759706,-75.73372879,main-sequence,F,0.448,3.16,4.61,Phe,
1508,307.4049044,-48.27433331,giants,K,0.923,2.14,15.74,Tuc,
1509,95.97917376,-72.09110516,main-sequence,F,0.553,2.24,11.27,Cet,
1514,349.5357509,-80.63789405,giants,A,0.331,3.2,4.36,Scl,
1517,95.19659996,-72.68637969,main-sequence,F,0.442,2.87,6.02,Cet,
1518,310.6915276,-57.50404519,main-sequence,G,0.698,4.37,1.7,Tuc,
1527,51.33039418,-82.22413797,main-sequence,F,0.448,3.76,2.75,Cet,
1531,305.0909378,-39.00333798,giants,F,0.363,1.08,30.69,Hyi,
1532,97.44623397,-71.21757982,main-sequence,M,1.318,8.28,0.08,Cet,Gliese 1008
1536,307.6422123,-49.25322458,main-sequence,G,0.625,4.92,0.99,Tuc,
1539,103.7978065,-64.72070559,main-sequence,K,1.375,8.49,0.08,Psc,
1544,346.5772649,-80.31029601,main-sequence,F,0.474,2.5,8.55,Scl,
1545,106.00526,-61.28976036,main-sequence,F,0.398,3.23,4.44,Psc,
1550,118.8144555,-3.47563121,main-sequence,B,0.049,1.31,27.26,Cas,
1552,327.9870731,-75.4077642,main-sequence,G,0.661,4.53,1.44,Phe,
1553,114.0678444,-35.86505151,giants,G,0.913,0.23,90.61,And,
1558,120.8469963,12.49506115,giants,K,1.514,1.95,42.04,Cep,
1562,98.97971473,-70.19262937,giants,K,1.214,-1.07,406,Cet,8 Iota Ceti (Deneb Kaitos Shemali)
1565,83.3120658,-78.01472618,subgiants,G,0.818,3.33,4.82,Cet,
1567,313.1099195,-62.48091182,main-sequence,F,0.575,4.07,2.09,Phe,
1572,307.1447518,-47.7642221,main-sequence,G,0.594,4.48,1.48,Tuc,
1573,100.705439,-68.71072187,subgiants,F,0.508,3.83,2.62,Cet,
1575,116.4641568,-21.74323693,giants,K,1.179,0.15,126.99,And,HR 75
1581,94.72876887,-73.47232491,subgiants,G,1.096,1.82,25.01,Cet,
1582,309.76367,-55.79460349,subgiants,G,0.552,3.93,2.37,Tuc,
1587,104.5354852,-64.21656396,subgiants,G,0.848,1.93,17.9,Psc,
1589,111.2448008,-48.76098479,giants,F,0.42,2.81,6.31,Psc,
1591,116.802811,-19.61591933,giants,F,0.348,1.69,17.53,And,
1595,112.0261556,-45.9527667,subgiants,G,0.979,0.56,70.54,Psc,40 Piscium
1596,106.8894284,-60.30480957,giants,K,0.986,1.9,20.75,Psc,
1597,47.02998811,-82.65800529,giants,K,1.125,2.02,21.35,Scl,
1598,116.1687427,-24.23059678,main-sequence,G,0.64,5,0.93,And,
1599,308.3276878,-51.92034942,main-sequence,F,0.576,4.56,1.34,Tuc,Zeta Tucanae
1600,83.77700569,-78.11223295,giants,K,1.249,0.01,156.88,Cet,
1603,117.6342674,-13.6835079,subgiants,A,0.051,-0.08,96.04,Cas,HR 76
1608,85.61353223,-77.60262527,main-sequence,M,1.49,9.86,0.03,Cet,Gliese 2003
1611,93.92660673,-74.14575187,giants,K,1.028,0.82,58.43,Cet,
1613,311.839204,-60.59048422,main-sequence,K,0.837,5.78,0.51,Phe,
1619,113.9698773,-37.66237674,giants,K,1.14,1.4,38.65,And,
1622,96.78548417,-72.43900822,giants,F,0.375,2.08,12.85,Cet,
1623,305.1666711,-39.77011233,main-sequence,F,0.552,4.45,1.49,Hyi,
1625,351.1279052,-81.21332007,main-sequence,G,0.714,4.87,1.09,Scl,
1628,108.5239179,-57.22083524,giants,K,1.013,1.23,39.57,Psc,
1629,120.1205064,6.1450099,subgiants,F,0.337,2.85,6.01,Cep,
1630,115.130219,-31.46561155,main-sequence,B,-0.098,-0.12,167.73,And,HR 78
1633,309.330526,-55.04074826,giants,K,1.016,1.94,20.47,Tuc,
1636,334.7195289,-78.21059138,main-sequence,G,0.612,4.2,1.89,Scl,
1638,110.7537574,-51.22105884,giants,G,1.039,0.26,98.8,Psc,
1640,115.1659676,-31.43050228,subgiants,G,0.961,3.03,7.2,And,
1644,118.6639189,-6.05876169,giants,G,0.817,0.72,53.23,Cas,
1645,109.9069262,-53.89974679,giants,K,1.343,-0.1,198.68,Psc,41 d Piscium
1646,111.2158494,-49.85873643,subgiants,F,0.462,2.97,5.55,Psc,
1647,306.8722095,-47.26709887,main-sequence,B,-0.046,0.55,69.78,Tuc,Pi Tucanae (HR 83)
1649,303.290135,-29.43976813,main-sequence,G,0.627,4.04,2.21,Oct,
1651,306.2803996,-44.95000583,subgiants,K,1.152,1.24,45.5,Tuc,
1653,108.1287037,-58.53681977,giants,K,1.196,1.43,39.78,Psc,
1656,114.4586919,-35.85284193,giants,K,1.417,0.19,170.08,And,
1657,115.534092,-29.51944927,giants,K,1.595,-0.59,578.83,And,HR 79
1660,58.07296656,-82.25027859,subgiants,F,0.311,1.07,30.99,Cet,
1661,103.9810602,-65.85488522,giants,K,1.231,2.87,11.08,Psc,
1665,304.2967208,-35.43498527,main-sequence,F,0.546,3.54,3.38,Hyi,
1666,77.11141011,-79.96154134,main-sequence,F,0.523,3.01,5.5,Cet,
1667,328.724471,-76.31942411,main-sequence,F,0.506,2.12,12.96,Scl,
1668,10.26397655,-82.81521446,main-sequence,F,0.536,3.83,2.63,Scl,
1669,115.5787039,-29.45722218,subgiants,F,0.478,2.75,6.79,And,
1672,308.1045245,-51.70715153,main-sequence,G,0.819,3.66,3.57,Tuc,
1679,350.7597688,-81.35829309,main-sequence,G,0.667,4.92,1.01,Scl,
1683,310.3510723,-57.92783449,subgiants,G,0.647,3.95,2.43,Tuc,
1684,104.9378021,-64.71513471,giants,K,1.036,2.39,13.91,Psc,
1685,38.51113732,-83.17304575,main-sequence,G,0.526,4.47,1.42,Scl,
1686,116.3694538,-24.51642737,subgiants,F,0.442,1.73,17.24,And,27 Rho Andromedae
1691,104.7589916,-65.1120185,main-sequence,F,0.529,2.87,6.57,Psc,
1700,119.9942578,4.30531856,main-sequence,A,0.01,1.18,32.56,Cep,
1706,305.0417169,-39.57841025,giants,K,1.397,-0.24,244.2,Hyi,HR 87
1707,307.8156327,-51.09189785,giants,K,1.249,0.62,89.6,Tuc,
1708,15.51145688,-83.14562304,giants,K,1.006,0.16,105.29,Scl,Iota Sculptoris
1710,343.4872083,-80.46984375,main-sequence,G,0.747,2.2,12.95,Scl,
1712,338.8598774,-79.58787688,main-sequence,F,0.532,3.84,2.64,Scl,
1714,307.6485684,-50.54919088,main-sequence,A,0.006,1.59,22.72,Tuc,
1718,89.05578705,-77.07234842,main-sequence,F,0.476,3.16,4.84,Cet,
1720,318.2851078,-70.13758599,main-sequence,M,1.537,10.8,0.01,Phe,Gliese 3029
1721,116.2305756,-26.26617988,main-sequence,F,0.459,3.17,4.9,And,
1723,317.2332144,-69.11515395,main-sequence,K,1.036,6.38,0.35,Phe,
1728,77.51435042,-80.19778856,supergiants,M,1.58,-1.51,1287.47,Cet,T Ceti
1729,65.09043742,-81.93191184,main-sequence,F,0.533,2.71,7.43,Cet,
1731,60.53779034,-82.33848557,main-sequence,F,0.495,3.99,2.27,Cet,
1732,62.93345603,-82.14137127,main-sequence,G,0.631,3.53,3.55,Cet,
