HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
86919,0.45164747,0.27510387,,Sagittarius,F,main-sequence,0.456,3.64,2.98,7.99,6584,1.318
87072,1.16631246,0.20929141,3 X Sagittarii (HR 6616),Sagittarius,F,super-giants,0.6,-2.85,1254.11,4.53,5520,41.663
85524,355.9688405,1.77447887,,Scorpius,F,main-sequence,0.373,2.85,6.44,7.6,6823.6,1.711
85100,355.0948801,2.50581075,,Scorpius,F,main-sequence,0.389,3.42,3.79,7.76,6747.2,1.538
84987,354.971325,2.76137213,,Scorpius,G,main-sequence,0.59,4.41,1.54,9.03,5981,1.147
84995,355.2864378,2.93985591,,Scorpius,F,main-sequence,0.362,2.29,10.71,8.28,7030,2.026
85423,357.0747194,2.85297272,45 d Ophiuchi (HR 6492),Ophiuchus,F,giants,0.402,1.61,19.07,4.28,6750,3.018
85442,357.2259105,2.88285438,HR 6494,Ophiuchus,B,giants,0.01,-0.77,195.41,5.98,9638,5.109
84806,355.7141367,3.85022924,,Scorpius,F,main-sequence,0.49,3.8,2.6,8.8,6727,1.297
84999,356.194626,3.55099691,,Scorpius,G,main-sequence,0.536,3.81,2.61,8.02,6214,1.382
85132,356.6937248,3.49990928,,Ophiuchus,K,sub-giants,0.92,2.87,8.02,7.59,5006,3.408
84533,355.3941043,4.44312106,,Scorpius,F,main-sequence,0.336,3.08,4.88,7.27,7039,1.487
84665,356.2486832,4.61404547,,Ophiuchus,G,main-sequence,0.602,3.85,2.6,8.74,5900,1.201
84846,356.6477882,4.37458239,,Ophiuchus,A,main-sequence,0.058,0.38,63.37,6.97,9085,2.869
84684,356.3298073,4.61280001,,Ophiuchus,K,main-sequence,0.789,6,0.43,9.67,5184.4,0.786
84758,356.58792,4.58595029,,Ophiuchus,G,main-sequence,0.704,2.76,7.57,8.75,5611,3.135
85278,357.0127205,3.29748698,,Ophiuchus,A,sub-giants,0.194,0.26,65.2,6.82,7862,3.521
85299,357.9008288,3.79881132,,Ophiuchus,G,main-sequence,0.76,4.77,1.24,9.03,5510,1.132
85084,358.0195135,4.53992238,43 Ophiuchi (HR 6459),Ophiuchus,K,giants,1.549,-1.67,1294.7,5.3,4165,46.814
85320,358.0260975,3.81344708,,Ophiuchus,G,sub-giants,0.869,2.4,11.77,7.78,5032,3.312
85318,358.8104402,4.34133966,,Ophiuchus,A,main-sequence,0.067,1.62,19.79,7.49,8808,2.101
86404,358.7728306,0.8511102,,Ophiuchus,K,giants,0.936,0.98,46.06,6.72,5060,8.071
86672,359.8024898,0.67910057,,Ophiuchus,G,main-sequence,0.757,4.59,1.45,9.02,5588,1.384
86376,359.6813451,1.5078533,,Ophiuchus,F,main-sequence,0.451,3.3,4.43,7.68,6312,1.621
86385,0.94085712,2.27685621,,Ophiuchus,F,main-sequence,0.573,4.15,2,7.7,6077.3,1.26
86858,1.90960729,1.37697618,,Sagittarius,F,main-sequence,0.452,3.78,2.62,8.8,6690,1.375
86633,1.37181533,1.76015308,,Ophiuchus,F,main-sequence,0.407,2.09,12.54,8.1,6883.6,2.136
85909,359.803189,3.07009841,,Ophiuchus,G,main-sequence,0.59,4.17,1.94,9.48,5941,1.53
85681,359.6894584,3.73357436,,Ophiuchus,F,main-sequence,0.489,3.74,2.75,8.55,6431,1.221
85538,359.8746244,4.31546219,,Ophiuchus,G,main-sequence,0.651,4.13,2.07,8.63,6296,1.39
85783,0.61748553,4.02273187,HR 6520,Ophiuchus,B,super-giants,-0.065,0.68,68.19,6.05,11357,1.973
86498,2.23151027,2.69151341,,Ophiuchus,F,main-sequence,0.428,3.19,4.46,8.96,6568.2,1.623
88589,2.38569375,-3.59335135,,Sagittarius,G,main-sequence,0.67,5.04,0.91,8.47,5915.6,0.898
88414,2.26372719,-3.11865504,,Sagittarius,K,main-sequence,1.396,6.57,0.3,9.62,4806.8,0.718
88683,3.53305519,-3.19711579,,Sagittarius,G,main-sequence,0.611,3.29,4.4,7.29,6087.1,1.891
88906,3.56459454,-3.85621559,,Sagittarius,K,giants,1.065,1.12,46.05,7.48,4882,11.248
88746,3.9613138,-3.16269837,,Sagittarius,F,main-sequence,0.506,3.63,3.06,9.02,6272.5,1.478
88465,3.84118366,-2.40983677,,Sagittarius,G,main-sequence,0.69,4.64,1.33,9.65,5759,1.475
88739,4.65767684,-2.75109457,,Sagittarius,G,main-sequence,0.565,4.94,0.94,9.59,5921,1.01
88687,4.59744861,-2.62129214,,Sagittarius,G,main-sequence,0.605,4.35,1.65,9.01,5886,1.227
88695,4.68435234,-2.60284756,,Sagittarius,G,main-sequence,0.5,4.13,1.93,8.86,6067,1.171
87836,1.992798,-1.64631415,HR 6680,Sagittarius,A,main-sequence,0.207,2.21,10.84,5.76,7802,1.693
87369,1.94501701,-0.24380143,,Sagittarius,G,main-sequence,0.726,5.74,0.52,8.9,5343.6,0.84
87589,2.3194679,-0.65375348,,Sagittarius,A,giants,0.177,1.08,30.71,6.88,8125,2.66
87306,2.1447057,0.07457145,,Sagittarius,A,main-sequence,0.2,1.58,19.36,6.96,7785,2.756
87824,3.07829391,-0.94195162,,Sagittarius,G,main-sequence,0.614,4.17,1.96,7.39,6066.5,1.235
87679,2.9858273,-0.50299804,,Sagittarius,K,main-sequence,0.758,5.17,0.86,8.55,5463.8,1.006
88440,4.597123,-1.8691697,,Sagittarius,F,main-sequence,0.446,3.44,3.56,8.31,6592,1.459
89032,5.18164109,-3.3134505,,Sagittarius,G,main-sequence,0.527,4.94,0.92,9.49,5936,1.026
88937,5.06646666,-3.121359,,Sagittarius,G,main-sequence,0.65,4.62,1.31,7.6,6206,0.956
89097,5.57568576,-3.31332505,,Sagittarius,K,giants,1.422,0.82,97.05,6.67,4086,29.681
89307,6.36062349,-3.47525843,,Sagittarius,A,giants,0.335,2.58,7.72,7.85,7795,1.896
89573,6.74690961,-4.12354827,,Sagittarius,G,sub-giants,0.836,3.97,2.72,9.05,5436,1.935
89566,7.80738193,-3.52267118,,Sagittarius,F,main-sequence,0.405,1.58,19.52,7.56,6687,2.668
89497,7.80250534,-3.32986032,,Sagittarius,K,main-sequence,0.762,5.76,0.51,8.54,5360.6,0.823
88380,5.96249775,-0.96367696,7 Sagittarii (HR 6724),Sagittarius,F,super-giants,0.495,-2.21,658.07,5.37,6547,24.619
88631,6.95767388,-1.17122833,,Sagittarius,G,main-sequence,0.77,4.75,1.16,9.14,5716.6,1.195
89153,7.45602801,-2.45162595,11 Sagittarii (HR 6801),Sagittarius,K,giants,1.055,0.49,81.63,4.96,4716,12.899
89046,7.4400965,-2.14265666,,Sagittarius,F,main-sequence,0.545,3.02,5.45,8.35,6194,1.727
88942,7.88352574,-1.580753,,Sagittarius,K,sub-giants,0.842,5.41,0.73,7.91,5327.7,0.973
87163,2.00266059,0.4798578,HR 6621,Sagittarius,B,sub-giants,0.094,-1.49,338.49,6.31,8813,12.026
87282,2.33016138,0.25316081,,Sagittarius,F,sub-giants,0.441,2.38,9.48,7.97,6651,2.912
87422,3.43129066,0.43241451,,Sagittarius,K,giants,1.072,0.86,58.91,7.79,4716,10.569
87919,4.67251297,-0.32038397,,Sagittarius,A,sub-giants,0.305,2.6,7.52,8.61,7289,1.892
86970,4.19048748,2.33976273,,Sagittarius,K,giants,1.308,2.63,15.23,8.43,4346,7.338
86811,4.33270692,2.99516413,,Sagittarius,F,main-sequence,0.353,1.85,15.62,7.33,7007,2.394
87273,4.55005473,1.61486775,,Sagittarius,K,giants,1.111,2.3,16.39,7.02,4719,7.381
87378,4.90243364,1.50273726,,Sagittarius,G,main-sequence,0.68,4.73,1.21,9.72,5942,1.43
87399,5.20328502,1.5530646,,Sagittarius,F,main-sequence,0.623,1.73,18.14,7.34,6162.5,4.278
87227,5.19745348,2.16531946,,Sagittarius,A,main-sequence,0.331,2.76,6.82,7.8,7029,1.838
87370,5.79295837,2.04249952,,Sagittarius,G,main-sequence,0.656,4.14,2.09,7.15,5785.8,1.525
87003,4.61363786,2.52280862,,Sagittarius,A,main-sequence,0.327,2.31,10.17,7.9,7128,2.797
87156,5.20023198,2.42635424,,Sagittarius,F,main-sequence,0.413,2.95,5.82,7.89,6767.4,1.989
88142,5.66109487,-0.43787785,,Sagittarius,K,giants,1.082,1.15,45.85,6.64,4730,10.902
88116,6.02197437,-0.12598905,4 Sagittarii (HR 6700),Sagittarius,B,super-giants,-0.03,-0.77,219.67,4.74,9661,4.868
88039,7.16528868,0.75867971,,Sagittarius,F,main-sequence,0.542,3.81,2.94,8.8,5845.3,1.302
88932,8.5070057,-1.21217637,,Sagittarius,K,main-sequence,1.075,6.3,0.39,8.88,4632,1.026
88595,8.52157581,-0.18903204,,Sagittarius,G,main-sequence,0.641,4.68,1.24,8.42,5870,1.064
87819,7.23714755,1.48962375,,Sagittarius,A,main-sequence,0.092,1.51,21.33,6.86,8291,1.928
87332,6.58842087,2.64247778,,Sagittarius,F,main-sequence,0.546,4.05,2.11,9.3,6837,1.427
88125,9.06285136,1.56034134,HR 6704,Sagittarius,K,giants,1.405,-0.99,497.82,6.22,4363,34.383
88235,9.51409714,1.52125675,,Sagittarius,G,main-sequence,0.624,3.78,2.83,8.27,5888,1.946
91991,5.22943585,-11.86669169,,Sagittarius,G,main-sequence,0.582,5.41,0.62,9.29,5905,0.868
92134,5.77023115,-12.04080007,,Sagittarius,G,main-sequence,0.642,4.74,1.2,8.48,5800,1.032
92580,7.46416588,-12.53666293,,Sagittarius,G,main-sequence,0.694,3.49,3.81,8.68,5786,1.762
92385,8.25009099,-11.63033186,,Sagittarius,A,main-sequence,0.232,0.91,35.8,7.66,7809,3.485
92086,7.56623277,-11.07152292,,Sagittarius,K,giants,0.944,1.6,26.27,6.61,4994,6.035
92444,8.5072929,-11.69595216,,Sagittarius,K,main-sequence,1.459,8.51,0.09,9.65,3984,0.621
92463,8.67518901,-11.68698989,,Sagittarius,A,giants,0.185,1.97,13.56,7.22,8206,1.894
92635,8.96179783,-12.0121938,HR 7103,Sagittarius,G,giants,0.941,1.01,45.41,6.28,5006,8.079
91268,6.47641653,-9.3515855,,Sagittarius,G,main-sequence,0.615,3.61,3.27,8.88,6159.6,1.775
91621,7.78496144,-9.75022036,,Sagittarius,F,main-sequence,0.516,2.99,5.8,8.4,6103.2,1.864
92176,8.85791207,-10.75396318,,Sagittarius,G,main-sequence,0.595,3.65,3.11,9.02,5877,1.939
91721,8.31789822,-9.77986338,,Sagittarius,G,main-sequence,0.639,3.8,2.78,9.4,6054,1.747
91684,8.26230714,-9.7025477,,Sagittarius,G,main-sequence,0.711,4.02,2.27,8.92,5810.7,1.496
91962,9.39220906,-9.88640333,,Sagittarius,F,main-sequence,0.546,2.78,6.77,8.46,5864,2.927
92185,9.78949073,-10.35344237,,Sagittarius,G,main-sequence,0.597,4.09,2.08,9.12,6023,1.457
91974,9.73466414,-9.7600734,HR 7035,Sagittarius,B,giants,0.033,-0.41,135.07,5.82,10403,7.041
92929,10.79209536,-12.07019941,,Sagittarius,G,main-sequence,0.569,3.9,2.45,7.37,6125,1.241
93492,10.79716512,-13.6512201,,Sagittarius,K,giants,1.319,1.67,37.08,8.22,4399,11.695
93498,11.5945763,-13.32233328,HR 7195,Sagittarius,K,giants,1.232,1.14,54.37,5.63,4474,11.139
93691,11.44972408,-13.95492308,,Sagittarius,A,main-sequence,0.086,1.29,26.44,7.08,9032,2.375
93723,12.00352108,-13.77625524,,Sagittarius,F,main-sequence,0.432,2.74,7.04,8.15,6634.8,1.688
93315,11.31009452,-12.93730787,HR 7168,Sagittarius,K,giants,1.253,0.08,149.02,6.35,4503,19.613
93132,11.17353578,-12.48221356,HR 7155,Sagittarius,B,giants,0.055,-1.04,234.03,6.62,8685,6.584
92994,11.25623765,-12.04081252,,Sagittarius,K,giants,1.113,1.85,24.85,7.51,4698,11.105
92780,10.89243293,-11.61951744,,Sagittarius,B,sub-giants,0.111,0.24,67.79,7.31,9450,7.7
92403,11.30694502,-10.28293099,Gliese 729 (Ross 154),Sagittarius,M,main-sequence,1.51,13.01,0,10.485,3261,0.21
92980,12.60786316,-11.39491738,,Sagittarius,F,sub-giants,0.481,2.91,5.9,7.6,6593,2.026
92931,12.52964571,-11.2893789,HR 7128,Sagittarius,B,giants,-0.021,-0.5,171.38,5.91,11977,6.419
93140,13.36314231,-11.52133358,HR 7159,Sagittarius,A,sub-giants,0.087,1.64,19.03,6.14,8670,2.079
92845,12.90556804,-10.89101269,35 Nu-2 Sagittarii (HR 7120),Sagittarius,K,super-giants,1.348,0.38,127,5,4245.8,21.557
92761,12.74346138,-10.72402731,32 Nu-1 Sagittarii (Ain al Rami),Sagittarius,K,super-giants,1.412,-2.8,2677.45,4.86,4525,108.071
92798,12.9310379,-10.73038864,Gliese 733 (Ross 156),Sagittarius,K,main-sequence,0.973,7.33,0.14,10.01,4443,0.674
90868,6.82539146,-8.00101953,,Sagittarius,G,main-sequence,0.675,4.39,1.66,9.86,5759,1.152
90869,7.12479335,-7.85585591,,Sagittarius,G,main-sequence,0.583,4.2,1.97,7.95,5984.9,1.234
90944,7.49033106,-7.89373788,,Sagittarius,F,main-sequence,0.423,3.71,2.78,8.7,6544,1.351
91253,7.77215632,-8.68727166,,Sagittarius,G,main-sequence,0.634,4.38,1.63,7.8,5792,1.33
91287,8.37506729,-8.49783233,Gliese 9630,Sagittarius,G,main-sequence,0.687,4.98,0.99,7.43,5654.2,0.967
90655,7.31238044,-7.17527062,,Sagittarius,G,main-sequence,0.613,3.44,3.82,8.79,5831.6,1.511
90822,7.79759188,-7.3875533,,Sagittarius,F,main-sequence,0.463,3.79,2.6,8.55,6283,1.316
91686,10.03647607,-8.86375275,,Sagittarius,F,sub-giants,0.398,2.38,9.33,7.6,6804,2.076
90861,8.70712442,-7.05142372,,Sagittarius,F,main-sequence,0.498,3.73,2.76,8.29,6346,1.307
90705,9.13061988,-6.39817299,,Sagittarius,A,sub-giants,0.291,1.94,13.82,8.32,7181,2.414
90523,9.35263224,-5.74236601,,Sagittarius,G,sub-giants,0.764,3.79,3.05,8.68,5698.7,2.061
90953,9.38290504,-6.99749467,,Sagittarius,B,giants,0.018,-0.68,180.67,6.81,9999,5.043
91405,10.47031437,-7.80790103,HR 6990,Sagittarius,B,giants,-0.018,-0.11,115,5.78,10028,5.125
91341,10.49882018,-7.62120334,,Sagittarius,F,main-sequence,0.535,4.09,2.02,8.09,6057,1.349
90793,9.89936407,-6.25185002,,Sagittarius,K,giants,1.274,1.8,31.2,7.66,4429,9.843
91083,10.9394279,-6.59265706,,Sagittarius,A,main-sequence,0.171,1.83,15.5,8.36,8221,3.576
90966,10.73513248,-6.35402411,,Sagittarius,F,main-sequence,0.445,3.24,4.53,8.59,6857,1.956
92240,11.64916666,-9.64324284,,Sagittarius,A,main-sequence,0.427,3.73,2.73,9.1,6655,1.925
92001,11.36755552,-9.05113431,,Sagittarius,G,main-sequence,0.619,4.49,1.46,8.47,5949,1.089
92111,12.27981688,-8.94075645,28 Sagittarii (HR 7046),Sagittarius,K,giants,1.591,-1.22,1038.46,5.37,3867.1,66.443
91864,11.75873875,-8.51514578,,Sagittarius,F,main-sequence,0.544,3.65,3.05,8,6233,1.246
92480,12.94567363,-9.78001222,30 Sagittarii (HR 7088),Sagittarius,F,sub-giants,0.39,2.05,12.69,6.29,6839.3,2.344
92602,13.29725494,-9.94836286,,Sagittarius,A,main-sequence,0.144,1.92,14.33,6.58,8124,1.739
91347,12.31061097,-6.74587326,HR 6988,Sagittarius,A,sub-giants,0.189,0.84,38.32,5.93,7798,3.288
91438,12.72550881,-6.79647515,Gliese 722 (HR 6998),Sagittarius,G,main-sequence,0.673,5.27,0.76,5.85,5636,0.868
91998,12.72797495,-8.39700856,,Sagittarius,F,main-sequence,0.534,3.75,2.77,9.35,5899.8,1.935
92016,13.4390878,-8.11791657,HR 7038,Sagittarius,F,main-sequence,0.458,2.42,9.48,6.35,6428.9,2.298
91602,13.43436505,-6.96451268,,Sagittarius,G,main-sequence,0.651,4.19,1.96,9.19,5966,1.282
94041,13.75077894,-13.96119419,,Sagittarius,G,giants,0.914,2.09,16.39,6.66,5041,4.962
93832,13.47989715,-13.52431782,,Sagittarius,K,giants,1.119,0.46,88.78,7.45,4622,11.86
93866,14.2311401,-13.30696632,,Sagittarius,G,giants,1.028,-0.63,221.66,6.87,4836,18.194
94784,15.91742988,-15.16917904,,Sagittarius,G,main-sequence,0.634,4.07,2.17,8.36,5755,1.387
94510,15.33689914,-14.64650136,,Sagittarius,A,main-sequence,0.088,1.58,20.12,6.98,8913,1.906
94372,15.55413048,-14.12752525,HR 7276,Sagittarius,K,giants,1.129,0.7,72.43,6.39,4706,12.662
94550,16.16276822,-14.41440631,,Sagittarius,A,main-sequence,0.191,2.9,5.73,9.22,8231,1.699
93683,14.7141628,-12.51239527,39 Omicron Sagittarii (Manubrij),Sagittarius,G,giants,1.012,0.57,72.9,3.76,4759,11.398
94129,15.45797264,-13.45364298,,Sagittarius,G,main-sequence,0.652,4.4,1.61,8.17,5695,1.376
93623,15.8338251,-11.82207359,,Sagittarius,G,main-sequence,0.663,5.71,0.52,9.62,5414.2,0.831
95244,17.5083529,-15.89668816,,Sagittarius,K,giants,1.032,2.22,16.14,6.72,4716,5.809
95458,19.72748107,-15.58704617,,Sagittarius,K,giants,0.689,0.56,56.29,7.02,5552,8.265
94429,16.78455814,-13.7691244,,Sagittarius,F,main-sequence,0.47,2.98,5.73,7.84,6468.9,1.805
94637,17.60768692,-13.99854423,,Sagittarius,A,giants,0.272,1.55,19.92,7.66,7495,3.442
94144,17.03011215,-12.79772184,HR 7265,Sagittarius,K,giants,1.156,0.75,71.31,6.11,4659,11.307
94309,17.79932369,-12.96153862,,Sagittarius,G,giants,0.817,2.29,12.56,8.15,5303,4.632
94820,18.61092666,-14.12894413,43 d Sagittarii (HR 7304),Sagittarius,G,super-giants,1.013,-0.96,297.83,4.88,4905,22.054
94879,18.93818926,-14.20987973,,Sagittarius,A,giants,0.328,1.78,16.16,7.48,6937,2.44
95188,19.64074348,-14.7747393,45 Rho-2 Sagittarii (HR 7344),Sagittarius,K,giants,1.062,0.8,61.55,5.84,4755,10.016
95168,20.05762474,-14.5478071,44 Rho-1 Sagittarii (HR 7340),Sagittarius,A,sub-giants,0.228,0.97,33.98,3.92,7511,3.14
94544,19.13623182,-13.0935221,,Sagittarius,F,main-sequence,0.377,3.12,4.74,8.27,6911,1.685
94819,19.57690268,-13.69960545,,Sagittarius,F,main-sequence,0.415,2.71,7.19,8.07,6851.1,2.079
92747,14.00080583,-10.09909301,33 Sagittarii (HR 7114),Sagittarius,G,super-giants,1.206,-2.74,1881.2,5.68,4612,47.62
93057,14.98545812,-10.50388246,36 Xi-1 Sagittarii (HR 7145),Sagittarius,A,super-giants,0.137,-3.92,3099.63,5.02,8679,28.879
93282,16.50274188,-10.49626934,,Sagittarius,F,main-sequence,0.458,3.31,4.04,9.01,6688,1.381
93224,16.46137919,-10.3535689,,Sagittarius,M,giants,1.582,-0.89,731.81,6.52,3355,104.344
93543,17.00406202,-11.07327454,HR 7205,Sagittarius,F,main-sequence,0.48,1.85,16.17,6.37,6332.9,3.089
92390,14.50467342,-8.73926453,29 Sagittarii (HR 7078),Sagittarius,K,giants,1.404,-2.02,1288.07,5.22,4264,32.808
92663,15.94335173,-8.91156804,,Sagittarius,A,main-sequence,0.115,1.36,24.2,8.24,8807,2.523
95212,31.01053623,-9.58060254,,Aquila,F,main-sequence,0.515,2.26,11.31,8.06,6426.3,3.152
94627,30.2382394,-8.06593923,,Aquila,F,main-sequence,0.353,1.7,17.96,6.646,6869.7,3.057
95066,31.39486977,-8.93253082,26 f Aquilae (HR 7333),Aquila,G,sub-giants,0.937,1.61,25.96,4.982,4969,7.626
95433,31.86762111,-9.86637932,,Aquila,A,sub-giants,0.233,2.14,11.55,7.7,7590,3.286
95453,32.38342181,-9.69001254,HR 7366,Aquila,F,main-sequence,0.34,1.38,23.7,6.503,7090.1,3.061
95202,32.17862166,-8.96507303,,Aquila,F,main-sequence,0.475,2.78,6.59,7.69,6389,1.84
94370,30.48268332,-7.13291008,,Aquila,G,main-sequence,0.561,4.44,1.55,8.06,6130,1.069
95031,33.48110131,-7.77562178,,Aquila,K,main-sequence,0.88,6.59,0.25,9.9,4969,0.718
95494,33.47126872,-9.2645811,,Aquila,G,main-sequence,0.679,3.69,3.17,8.59,5874.6,1.995
95909,34.52736122,-10.09253139,,Aquila,F,sub-giants,0.595,2.59,8.3,8.48,5753,2.81
96392,35.82765945,-10.99677,,Aquila,F,main-sequence,0.503,2.78,7,6.995,6318.9,2.303
95076,34.05389924,-7.62027009,,Aquila,K,giants,1.09,0.83,62.31,7.54,4786,10.712
95511,35.00273206,-8.54692395,,Aquila,B,main-sequence,0.124,1.57,19.88,7.81,9106,2.363
95622,36.18966325,-8.31642058,,Aquila,G,sub-giants,0.772,3.82,2.94,7.99,5386,2.102
95715,36.76350433,-8.34183027,,Aquila,F,main-sequence,0.458,3.62,3.03,7.63,6531,1.414
95886,36.9705854,-8.79381218,,Aquila,A,main-sequence,0.208,2.07,12.35,7.347,7946,1.903
99587,33.91708223,-22.13295341,,Capricornus,K,main-sequence,1.352,7.1,0.26,10.61,4136,0.83
100235,35.35148301,-23.45100686,,Aquila,G,main-sequence,0.616,5.26,0.71,8.98,5836,0.921
100054,35.51450637,-22.87660235,,Aquila,G,giants,1.075,1.3,39.27,7.28,4766,10.701
99849,35.74129024,-22.09128354,,Aquila,A,giants,0.218,0.23,67.36,6.856,7710,4.787
99938,35.9637951,-22.30981725,,Aquila,G,main-sequence,0.58,4.63,1.38,8.39,5740.9,1.208
100427,37.44750394,-23.08874623,,Aquila,A,giants,0.337,2.74,7,8.05,7166,1.554
100153,37.01959202,-22.46380229,,Aquila,K,giants,1.133,1.63,30.85,7.46,4678,9.325
100283,37.46824732,-22.6708459,HR 7772,Aquila,K,giants,1.552,0.22,234.85,6.663,3935,37.981
100352,37.56041966,-22.8256041,,Aquila,G,giants,1.003,1.62,27.44,7.62,4812,7.121
99611,35.50893915,-21.48878709,,Aquila,K,giants,1.003,0.87,54.76,7.64,4957,8.914
99764,35.86403797,-21.75747706,Gliese 4140,Aquila,M,main-sequence,1.351,8.66,0.06,10.19,4019,0.606
99242,35.43519416,-20.36295973,,Aquila,A,giants,0.347,2.24,10.51,7.95,7319,2.507
99179,35.61319197,-20.11643228,,Aquila,B,super-giants,-0.043,-0.12,129.83,7.064,11489,4.645
99588,36.52620534,-20.94334898,,Aquila,A,main-sequence,0.058,0.96,37.1,6.914,9496,2.964
99450,36.60785581,-20.47539941,,Aquila,B,main-sequence,0.031,-0.32,124.47,6.877,9439,5.432
99838,37.64967255,-21.1788737,,Aquila,A,main-sequence,0.181,0.64,46.05,7.041,7968,3.248
100930,38.06961083,-24.45444748,,Aquila,A,super-giants,0.293,1.88,14.59,8.01,7254,1.762
101189,39.24892083,-24.69135119,,Aquila,A,main-sequence,0.264,2.66,7.14,8.08,7521,1.547
101387,40.1690139,-24.88020194,,Aquila,A,main-sequence,0.351,2.92,5.63,8.26,7092,2.054
101308,39.99928544,-24.73882353,,Aquila,K,giants,1.2,0.83,70.23,6.623,5033,8.544
101616,40.96552005,-25.2861279,,Aquila,G,giants,0.875,1.79,20.85,7.88,5128,10.099
101136,40.52083766,-23.91110667,,Aquila,F,main-sequence,0.551,3.92,2.51,7.63,6140,1.255
100998,40.35151924,-23.59603465,,Aquila,G,main-sequence,0.587,3.68,3.16,7.75,5974.1,1.679
100570,38.91880073,-22.88226653,,Aquila,F,main-sequence,0.426,3.48,3.63,6.747,6568.6,1.333
100407,39.11753468,-22.23402132,,Aquila,F,sub-giants,0.493,2.59,8.08,7.87,6726.1,2.06
100072,38.76000337,-21.42511206,,Aquila,F,main-sequence,0.567,4.28,1.75,7.27,6134.8,1.133
100783,40.5669418,-22.76394715,,Aquila,F,main-sequence,0.484,2.52,8.39,7.48,6222.2,2.236
100977,41.35525469,-23.04990554,68 Aquilae (HR 7821),Aquila,B,sub-giants,-0.049,-0.2,139.62,6.116,10641,3.284
100720,40.87945407,-22.37006032,,Aquila,F,main-sequence,0.448,3.62,3.03,8.48,6555,1.629
100758,41.54195746,-22.1911852,HR 7809,Aquila,M,giants,1.193,0.08,138.71,6.08,4572,18.031
98723,35.4700999,-18.7850584,,Aquila,K,main-sequence,1.04,6.57,0.3,9.59,4746,0.761
99050,37.64986797,-18.72080546,,Aquila,B,main-sequence,0.153,0.25,66.19,7.108,8728,3.304
98643,36.58409381,-17.99851138,,Aquila,B,main-sequence,0.162,1.12,29.82,6.714,8163,3.359
99024,37.91997052,-18.47676328,HR 7681,Aquila,K,giants,1.156,1.24,45.32,6.465,4849.4,9.741
98685,38.17679733,-17.34732648,,Aquila,G,giants,1.28,2.31,19.73,8.25,4373,11.712
100188,39.83097796,-21.23103099,,Aquila,F,sub-giants,0.474,2.99,5.47,8.29,6615,1.486
99816,39.55449097,-20.19823414,,Aquila,F,sub-giants,0.369,2.77,6.5,6.619,6847,2.36
99604,39.73733262,-19.43438327,,Aquila,A,sub-giants,0.241,1.32,24.67,6.899,7710,2.723
99869,40.50550304,-19.87922626,,Aquila,A,giants,0.264,2.29,10.01,7.81,7884,1.995
100246,41.32518749,-20.64662688,,Aquila,A,sub-giants,0.051,1.4,24.55,7.87,9395,2.742
100012,41.18798562,-20.01683066,,Aquila,K,giants,0.861,1.73,21.96,7.69,5263,5.598
100375,41.73887249,-20.87088148,,Aquila,F,main-sequence,0.401,3.27,4.14,8.84,6717,2.027
99289,39.68262479,-18.48753877,,Aquila,F,main-sequence,0.413,3.3,4.02,8.26,6994,1.663
99320,39.90851627,-18.44515819,,Aquila,A,main-sequence,0.384,2.61,7.53,8.52,7074,2.893
99916,41.05104817,-19.78849925,,Aquila,M,main-sequence,1.417,9.05,0.05,11.16,3898,0.536
100232,42.40185237,-20.05593464,HR 7768,Aquila,K,giants,1.093,0.65,73.15,6.032,4799,12.36
99665,41.49281648,-18.75310646,,Aquila,G,main-sequence,0.713,4.85,1.11,8.53,5620,1.048
99631,41.64658065,-18.59711528,66 Aquilae (HR 7720),Aquila,K,giants,1.43,-1.2,634.65,5.434,4197,54.644
99711,41.87443046,-18.69828517,,Aquila,K,main-sequence,0.938,6.36,0.33,7.79,4955,0.769
101852,41.5181105,-25.77979431,,Aquila,G,main-sequence,0.597,4.6,1.34,7.78,5940.3,1.046
101827,41.61847466,-25.67291828,,Aquila,K,giants,1.179,0.23,117.65,6.925,4638,23.07
102135,43.0587148,-26.01149254,,Aquaris,F,main-sequence,0.573,2.03,14.4,8.45,6041,2.543
101619,42.33456807,-24.63602771,,Aquila,F,main-sequence,0.344,3.72,2.7,9.11,6923,1.598
102547,44.40782198,-26.77886633,,Aquaris,A,giants,0.109,1.53,20.91,8.24,8612,3.206
102561,44.66096501,-26.71604863,HR 7946,Aquaris,K,giants,1.558,-0.56,481.51,6.263,3996,53.22
101998,43.57224204,-25.30238601,,Aquaris,K,giants,1.048,0.59,73.5,6.609,4988.4,9.928
102198,44.19151261,-25.6343977,,Aquaris,A,sub-giants,0.129,-0.24,105.1,7.319,8579,4.668
